,price
34013,60
16715,75
14337,125
1322,159
9513,250
8288,40
46653,275
19232,199
4788,69
35286,35
349,100
25529,61
41046,42
6065,57
29149,68
42748,60
34424,180
23004,110
37994,255
39312,51
35491,185
10866,152
23773,26
24831,200
5383,299
46494,33
42897,160
42737,180
34659,100
36234,150
15371,165
1732,160
19441,202
43862,190
17249,200
11622,200
4499,109
8929,145
9187,48
30429,75
23904,46
962,160
7250,90
7142,45
17561,95
48210,150
7080,275
13371,75
17774,45
31130,150
35045,239
26746,75
24635,140
7259,159
28886,80
6751,200
39573,130
2420,90
43339,65
9967,45
15575,100
24212,149
15215,150
34879,200
45160,302
47143,160
13245,99
1217,90
18590,100
667,96
28103,65
35990,300
13217,200
3349,53
5515,115
45638,310
551,100
578,172
1653,110
23439,176
17535,45
41823,47
41317,125
17161,145
35213,70
47662,78
28766,220
15355,61
27995,210
27176,105
31081,55
22232,95
24629,180
32333,93
8154,90
15661,30
4136,200
32137,186
700,195
9519,225
38988,72
32262,175
25624,89
7714,65
7000,60
40378,140
46101,200
19749,85
3361,45
2341,135
14393,64
7391,60
24845,250
2069,98
26993,90
2562,120
7470,99
31942,150
40314,65
35263,149
47087,150
37142,120
27478,67
5995,115
6034,250
11711,110
2809,80
28892,45
5610,130
36130,85
5372,250
36914,188
13944,60
2402,89
30665,135
16112,225
11650,100
15314,50
553,150
34911,80
38626,125
20533,55
45731,137
27248,42
2066,295
18593,30
1616,249
14683,100
42526,70
46303,200
48663,120
24834,60
24363,99
7052,50
8513,264
44340,157
27404,54
47595,150
12403,49
3320,80
4826,47
41664,209
7501,100
29953,130
2752,60
24593,139
43804,165
12532,50
11863,300
47584,210
41509,211
15421,60
22189,75
38143,80
5977,200
836,199
31684,71
22610,42
18934,60
12974,239
6952,95
47625,188
12296,68
9531,39
29487,97
37243,45
10321,74
41030,70
22041,80
5031,100
37644,42
15084,65
43887,34
1444,150
29309,101
22662,99
28876,60
2624,169
41871,126
4204,265
41355,140
27028,250
14396,100
22169,79
14051,40
21251,120
18162,100
397,39
9150,95
8242,59
19633,120
4747,200
46673,220
13481,145
33805,65
16930,101
45959,217
30817,154
26727,325
44525,55
39868,70
48161,170
47838,79
43822,199
1521,179
33870,200
13017,170
21770,110
18068,72
9415,29
32294,145
19169,100
2614,110
15136,169
1764,60
38913,225
41594,100
17235,55
47579,45
11142,160
18949,135
7898,120
3113,103
5696,100
3613,190
8151,100
19738,40
5027,115
33783,47
12953,75
27,150
13322,150
15666,100
45134,34
4731,160
12128,120
30881,300
39863,40
16423,75
17310,50
15954,85
17040,180
9650,105
20684,110
37385,90
9089,224
25360,55
35127,119
15722,98
7764,95
34146,62
24767,75
19072,120
34908,85
29273,90
27465,139
39311,100
1933,120
46054,181
10915,50
46182,171
3383,320
44638,58
464,99
6449,95
21351,300
6095,92
13139,70
39133,80
43165,100
31536,62
31351,80
8115,75
24918,100
10539,118
10652,140
46864,55
8018,45
28853,225
21262,53
33429,185
19205,75
45410,90
45533,99
31430,60
26627,181
22728,99
13141,40
17255,145
7968,195
44021,120
40681,109
46896,25
26529,180
32386,48
21673,50
31443,110
18598,50
35560,179
17243,150
23851,116
12274,190
22402,55
5002,148
39545,250
25196,175
5191,80
24612,83
34365,200
25136,58
38773,236
20381,120
32790,125
64,55
37075,110
43305,43
6394,200
13609,65
7743,172
10205,150
16579,110
34242,192
37494,151
19726,110
43795,57
15855,68
26166,70
24773,49
38487,80
34456,170
939,92
4961,140
27170,100
21723,60
43688,100
3547,50
23324,155
436,98
11143,40
29060,49
45427,175
38500,48
19630,95
4314,95
32558,60
30624,175
41666,60
5596,115
14705,90
30092,85
25464,80
38989,180
40132,199
20150,44
3600,303
21631,125
18550,60
42434,55
8693,175
36673,55
34747,50
363,212
7554,170
28889,110
27852,90
38681,289
7195,60
13853,88
28975,210
44605,247
8315,70
42871,135
42052,190
35976,60
44831,79
10302,300
32934,115
23448,42
6667,250
41635,249
44857,60
12097,180
39678,80
44382,86
29445,280
35620,50
23951,90
42034,185
11841,95
4646,89
43014,65
28639,50
41489,55
24935,120
2856,85
16675,175
43347,69
47113,38
18334,300
33003,60
28313,75
41697,57
44389,270
18693,37
27319,170
28769,53
39402,283
3856,60
19459,150
6045,290
14099,100
26119,53
42236,50
16831,199
10680,45
12075,175
1221,150
6242,125
3046,190
23447,40
16866,150
23067,135
6857,75
28695,150
2976,99
18296,55
13744,55
256,36
31872,33
37579,135
45350,60
39826,102
25598,66
7116,115
39087,40
12142,129
39162,45
46939,130
43944,40
6809,70
8477,115
37523,200
8549,120
32739,50
14649,115
12253,300
10587,30
43784,185
46157,300
29459,95
28868,138
23220,250
1563,68
40706,95
27963,160
41334,145
36485,95
24308,100
10995,99
34125,70
16306,60
6669,175
32279,260
24063,50
39184,48
35822,179
8192,132
8405,110
35161,150
40505,125
28418,130
41131,58
36649,59
28725,90
1999,100
9261,175
12597,47
19374,80
38659,25
42422,65
10950,125
17563,100
11577,105
13865,275
47947,195
37679,199
42335,53
15927,190
29569,45
10763,121
11390,64
25645,80
17510,245
9238,140
24461,115
25673,50
32846,32
45036,154
32913,39
5218,70
20553,220
39957,55
1072,55
38897,179
45856,175
38563,80
2800,59
25121,75
12931,60
8386,180
18018,190
42442,150
46794,50
33361,300
2513,60
400,260
706,189
17435,121
10253,60
22098,70
22264,70
5849,100
27815,69
17659,69
2456,200
21374,225
14420,69
48855,55
4112,65
12037,150
43282,98
28534,189
21234,32
33113,45
5718,250
17164,152
38830,313
9019,180
43977,50
14269,100
45122,55
12907,160
32432,80
26658,150
33875,140
8869,80
34841,95
44459,100
4422,180
27929,115
47342,30
40404,100
3935,75
43585,75
42320,55
43474,63
11308,85
30920,50
26016,125
44184,250
18032,250
47981,82
39666,48
25392,35
45476,120
33272,40
1991,113
25587,70
30026,160
208,100
45683,85
34307,75
35818,225
37598,135
7265,52
24876,130
7203,190
24193,119
21103,60
32997,190
34163,80
31102,46
22025,225
18111,75
6429,70
35713,134
42267,300
24104,200
42363,100
33661,90
21698,80
37361,250
11093,80
44874,150
973,125
9911,105
15605,209
14283,175
39883,75
30991,140
30311,46
2592,100
854,130
43943,80
42483,105
45552,100
30865,40
39651,55
156,125
37208,99
16777,40
42293,53
20167,29
34540,150
18940,45
8096,30
751,93
32114,60
46015,135
35260,60
40775,200
22167,199
37667,70
12084,260
26057,74
21856,47
35582,60
23353,70
24796,101
37948,100
47873,250
43261,240
6871,150
27736,65
36053,57
41068,120
31456,80
47003,36
4354,200
32015,112
46867,60
40942,115
24165,112
7854,139
12118,200
22320,89
20874,80
4654,200
44425,190
8303,100
42362,48
17694,300
15428,55
9168,220
15326,150
19021,165
24681,84
24251,49
3373,250
20247,29
926,70
36772,119
18295,60
31400,69
8216,95
4579,120
23947,170
38392,246
27336,145
7583,70
1966,240
8633,95
11513,48
48537,275
18518,275
8913,135
24566,150
7534,100
34386,234
22864,139
44401,149
30805,171
11858,304
23788,136
27986,200
4783,149
19990,265
24903,180
36013,87
43237,33
7171,139
1635,100
36944,109
20634,64
21941,55
22080,227
38567,63
15344,125
34664,290
34511,187
38343,130
14343,90
1200,160
4659,200
43222,182
5735,77
44893,100
45661,50
19618,89
26644,120
31315,50
28776,89
39910,100
22725,299
37445,100
15832,99
5790,95
16854,179
10848,65
17593,69
7727,69
27961,200
6546,150
20441,150
34100,67
25163,60
26189,225
29758,165
13368,150
1713,280
5105,99
25384,115
33134,38
38181,109
42579,50
47843,185
33920,200
33088,75
21403,60
25520,40
5766,129
24617,250
10580,103
8934,250
3227,45
2453,142
32990,90
41090,115
44193,135
14242,50
26120,130
2196,165
11715,250
22521,330
24501,60
5728,70
5246,49
35345,80
37323,110
10100,195
30875,63
27046,156
33728,65
5298,76
17870,199
34978,170
40457,65
34086,71
9992,300
20669,200
10028,150
38964,29
355,125
1039,125
31331,42
1360,100
6983,85
19003,250
23791,115
33442,40
17407,95
32822,59
36321,175
5211,110
21427,125
25278,89
30897,50
43567,134
18220,75
3100,300
43171,130
34918,80
5408,65
10407,135
6206,189
7657,195
34711,77
13872,65
9149,165
30393,126
34896,50
776,30
37929,93
46230,90
27700,220
32454,170
42973,109
4438,70
8209,200
21982,190
5787,109
44735,190
35751,70
22175,149
33489,80
21782,115
36324,150
22311,250
14128,45
46884,60
29618,120
14411,50
5818,100
5558,50
34736,100
42502,50
26073,40
11782,70
8557,140
46824,74
47304,75
17990,86
23045,75
39347,99
29987,109
19309,80
20919,75
43843,34
26749,200
8656,88
32874,250
43946,75
10453,80
31263,105
36025,60
5388,50
25774,90
6328,140
5171,120
13596,220
14541,285
35354,65
20599,45
38839,120
26800,155
7873,125
7113,115
36635,79
6215,75
45303,333
33355,140
27159,109
32596,177
32976,333
7927,145
30059,92
34017,185
15676,20
3989,119
17540,69
2828,56
10291,225
31772,50
29905,125
16931,95
12121,110
48357,66
38705,314
32830,75
3057,61
3274,150
30126,99
36960,200
11020,130
29212,99
7800,70
5857,49
16540,79
34777,150
40140,32
34356,76
46356,305
37025,190
23938,212
5106,172
1568,240
40270,150
6679,195
24779,175
24828,80
14873,165
19239,50
48436,45
12685,189
4000,110
27173,299
3350,115
12543,45
35231,40
34005,250
20033,80
31922,250
17016,98
2053,157
714,80
41864,58
15783,50
18728,120
10817,40
10241,55
32707,45
11668,185
45209,125
20624,50
39164,95
20350,200
5894,129
24618,35
16474,79
2687,65
33352,250
48260,250
14661,101
15257,120
42633,55
10797,250
6708,99
44273,225
29732,50
3927,65
7039,77
40190,47
12736,115
37768,175
36079,80
48230,50
7283,250
9537,300
14209,90
23908,225
6246,175
36563,150
29139,61
44734,290
11225,99
28249,125
45503,80
44117,107
9949,270
4433,110
27342,55
26020,175
8860,85
36597,225
1108,65
7616,58
40982,60
9877,180
46379,205
1440,250
35596,85
18849,145
28718,70
3942,100
38905,300
42268,63
28357,200
5384,45
39325,95
9245,120
22281,75
19882,200
582,55
37766,300
40439,25
24425,54
18499,275
46401,275
19101,89
3691,285
10082,180
48477,300
22134,235
12733,90
20671,95
11811,50
5261,99
28933,80
24880,200
38448,35
37446,200
12875,119
19712,139
42998,55
2576,93
3185,249
29297,235
32741,75
42701,80
30564,65
30673,130
7710,160
34921,45
40794,85
40840,59
37045,255
21512,239
27004,35
44266,58
23125,155
13572,175
45642,27
26545,89
29088,190
5093,175
11072,90
7182,320
36010,65
13480,135
35538,55
12282,160
720,73
5838,225
10384,164
15770,85
4896,80
16098,290
23341,200
15395,57
13949,70
26296,45
13123,45
4567,70
25677,38
16017,150
48382,34
36860,90
8417,50
28204,79
10836,110
34797,159
1860,100
27116,109
32887,160
16611,80
10497,150
23689,108
47165,119
11227,65
20224,38
43529,244
10620,135
30204,34
14577,170
44825,200
10816,155
2959,185
37471,120
4026,99
37509,100
43983,110
13385,79
1839,60
20084,175
21596,95
23512,121
4110,95
46540,229
47323,35
23408,35
27441,125
34744,55
42277,69
38937,65
15240,110
29794,149
16595,85
14378,40
30427,98
9058,250
36986,95
13938,100
25436,55
36385,299
18153,215
36705,65
21450,100
17928,70
18577,56
4050,55
41898,110
6728,130
5426,75
13142,65
41020,100
29948,150
34734,149
19538,40
4657,89
31299,89
1505,125
27485,99
42868,297
28113,275
1964,200
4430,175
24444,100
15891,154
18388,40
28709,125
787,90
45065,90
844,55
4517,125
20008,149
36885,79
3799,152
25930,100
31828,149
45612,120
4069,75
40991,65
46717,170
17576,40
14431,130
39871,125
5496,50
21921,110
28078,100
12899,125
10925,80
25490,185
45793,59
38983,55
11581,70
21328,30
38645,80
23530,200
40791,200
41639,55
3241,249
23618,89
17556,33
42783,180
23483,250
11839,50
7950,75
24999,45
47888,150
32703,89
31159,60
14693,200
36336,80
5140,65
11246,96
18299,49
10598,90
28817,38
6906,125
31718,120
4660,100
21310,73
29426,105
6761,55
5460,230
18556,60
30282,175
18692,250
29509,89
25843,111
1351,165
21441,47
21056,98
29582,70
46022,100
30375,39
5202,219
23722,110
33111,70
16691,89
6009,85
40231,42
41319,280
1714,69
43299,47
36755,96
28242,12
19350,80
46817,60
21914,240
1310,79
44325,48
40857,48
18307,51
11451,120
44797,300
34470,75
24616,75
12824,300
5179,125
30008,29
45717,151
33334,200
32373,145
44867,70
10495,250
18341,45
9906,45
48825,50
16713,140
37288,150
40936,250
40156,100
35918,50
3116,240
42572,117
17751,90
15588,41
5976,75
30261,69
41742,55
35864,50
24942,46
28034,55
10310,150
20086,48
24915,110
14319,50
34840,150
27138,175
13823,90
48258,46
15532,65
19037,68
41456,214
1926,100
8322,168
6184,90
44414,68
44397,149
25569,144
47907,60
35601,10
32776,50
13471,65
42951,47
11166,150
16982,69
1218,75
29542,95
1654,250
48424,88
17724,160
19685,105
34416,204
44054,205
7870,65
38490,299
8572,75
15827,260
16763,250
46571,165
46424,95
26521,158
45467,56
40329,300
19509,100
16768,90
29048,95
30288,59
35283,250
543,75
25523,250
15968,325
29771,199
1223,69
20631,100
32036,75
23461,225
22697,145
18890,50
25197,80
29511,125
43161,260
10516,40
25268,120
48783,140
37855,50
43634,150
47660,80
2504,112
15929,180
46335,25
24048,157
17802,133
42376,149
4312,100
5411,130
30639,147
43382,119
13443,125
6241,80
13673,150
45243,62
8590,300
33956,35
22109,150
19319,90
11507,100
36696,53
46879,75
33154,175
13454,37
47048,139
17450,124
5269,87
5353,98
26224,79
37723,200
37717,300
1240,93
37921,75
40938,46
41519,33
16965,48
21678,289
18642,80
39503,99
45659,150
41040,95
17754,150
29621,23
22565,250
11786,60
37531,43
46116,90
45207,49
23410,129
5547,60
8813,195
20643,85
25961,69
34512,175
24419,39
7306,169
32310,50
14853,100
32956,90
4924,151
32453,160
29858,57
7318,80
35773,170
9185,135
896,160
41041,113
23395,175
3747,289
46005,220
11329,40
40122,38
21004,75
36808,110
42849,100
14507,55
15067,140
41977,35
3550,100
23405,90
16276,159
23750,70
24138,99
48171,55
9192,139
44452,150
28542,41
41407,229
36429,275
48648,101
14010,60
26952,148
45608,225
47597,177
43834,92
8384,115
47952,45
40550,50
1279,65
38163,80
31124,142
48288,100
3489,239
21650,65
35295,80
1157,165
14360,40
22961,125
5984,180
8599,158
28256,120
41386,229
26588,200
20991,125
47928,300
11718,150
31206,180
32800,62
1114,180
45393,28
37669,30
5999,75
8525,70
11955,65
42331,150
11680,45
398,189
31322,250
1420,52
16483,220
27652,120
45887,56
30333,155
44075,90
14619,59
10305,79
23555,46
33987,125
1851,69
45853,190
15726,250
6605,40
20745,41
9569,64
46434,177
16745,73
11673,145
19158,300
36684,125
36333,299
2151,97
39776,228
22600,80
19745,45
28323,70
254,285
10849,78
15479,100
34020,125
26377,32
40950,90
6305,65
38093,300
40246,70
47302,75
42836,129
47853,79
45690,42
4919,249
18832,49
10209,135
29615,100
8900,225
5326,150
42949,60
34804,49
42161,150
1496,250
12981,94
24522,150
46109,199
48104,80
38688,334
48399,249
2201,95
40890,150
2597,262
23706,50
14377,70
30565,55
14186,55
13301,50
16761,149
7123,100
35092,212
31699,60
8793,90
15815,70
150,156
1637,125
23601,200
37182,200
27949,150
24447,50
26022,246
1541,55
43350,99
35886,100
13557,71
20380,150
12921,73
40694,25
27861,79
30376,37
353,200
7612,129
44663,50
2222,195
305,250
11823,100
44157,126
26611,150
10468,30
28308,35
10109,93
16458,115
41032,50
23476,99
21102,275
43075,55
10603,89
31709,200
8258,75
43054,120
15778,50
7566,65
20827,200
30766,55
32963,140
4774,300
6024,100
21260,55
10649,115
39494,129
20263,55
41390,149
38609,16
6335,85
24873,97
16669,100
31231,103
22539,35
31037,89
18867,195
47692,165
24427,117
18981,79
39980,60
20403,48
44799,78
601,288
39947,50
40209,85
24121,40
11831,135
18790,50
30115,71
35576,145
5804,195
29117,60
31984,94
1945,100
29876,95
32399,92
34058,45
28105,129
14409,55
29135,100
3148,199
22391,175
15638,115
44512,132
11854,132
17530,155
24234,167
8431,105
7105,65
40366,190
44754,50
41171,60
40627,199
18203,76
39470,199
18732,100
40789,35
9713,225
28273,49
36896,250
27117,65
157,219
6446,250
43487,225
10099,150
27705,200
12298,149
19248,55
43760,119
7249,176
18073,55
17283,129
25407,120
2377,89
10118,319
25385,60
20917,130
12827,100
9153,190
17054,70
35764,95
11915,200
27539,175
19477,90
46141,225
22552,145
23079,60
672,185
45493,60
25512,175
7055,125
22505,60
3962,107
3704,48
31210,70
24059,140
5018,59
45526,217
6093,180
22358,67
883,49
22710,145
25968,48
2868,241
5747,85
14850,59
3460,50
20366,150
7855,50
16647,78
6247,245
17144,185
16899,120
3525,89
1144,125
3069,80
28900,200
8076,250
24050,72
40887,70
40533,75
30678,89
42819,275
13096,250
29288,80
28302,159
22225,100
4813,150
31943,91
28700,31
7099,150
12317,300
2073,40
13973,130
35936,100
5480,90
39227,80
11192,80
3162,125
1132,80
5336,100
749,190
30620,250
36396,150
36085,170
47903,128
28788,90
29585,54
29358,80
6178,80
20504,100
47114,60
15723,40
29642,100
48271,125
32366,110
36228,120
25309,195
23697,100
32828,125
38202,99
16784,99
48463,230
8019,115
35828,255
12649,85
37489,155
15488,150
22620,70
38230,85
37401,56
11140,100
7134,38
1604,70
47279,150
10746,99
32043,100
10276,150
18205,100
1726,189
30961,99
28865,180
16653,150
42233,145
28583,56
22984,70
46720,175
34091,199
15208,80
28942,200
46856,140
2957,96
10585,280
13134,85
27862,120
11954,200
8157,65
15784,120
24958,150
14384,135
34263,250
41072,149
24456,40
36257,288
11709,200
9055,89
16892,130
26702,175
34698,50
41418,227
16359,150
8638,100
13404,99
33578,150
1455,100
18686,110
3457,175
19741,86
33674,60
28839,33
20159,50
48718,89
44657,95
44485,120
35672,70
23247,119
5339,99
33499,200
14112,205
39556,45
4282,299
37051,62
13364,175
46049,11
12665,197
12964,150
4990,140
20608,120
3949,180
33955,60
31019,260
44289,320
24505,62
4802,95
46581,75
42659,129
9171,150
6258,165
24250,176
6580,85
1122,89
16043,85
2291,105
21206,200
9148,99
24633,60
22712,150
40061,50
7848,160
4464,130
14633,150
42636,300
28962,29
44733,95
44976,100
48685,50
17304,177
26097,120
15083,75
11481,200
48852,30
25772,67
15203,45
42762,85
33757,21
34266,150
39006,52
7940,58
2574,55
46447,255
15408,80
11603,150
26698,45
30085,44
15587,299
35218,40
11447,77
33840,56
8091,125
43579,155
34285,135
26312,38
43122,95
38980,150
8653,70
33632,100
6479,105
19064,60
35117,65
28347,45
8705,190
39692,85
38253,140
37564,55
36650,99
25616,99
18643,150
36629,120
22768,55
28381,50
39798,100
6263,60
25399,90
26621,70
43831,81
16952,110
34275,200
985,125
48693,80
21660,135
29532,70
47377,145
35241,69
27264,99
19142,70
17984,30
949,125
28930,75
46321,300
11340,250
4978,120
10303,60
44875,170
43362,53
2970,59
23132,50
18705,100
29056,59
26663,59
32985,110
16963,85
24358,90
32156,225
18685,58
36149,139
38484,70
22912,40
12272,250
15798,140
42619,60
13205,65
3967,200
25754,52
18248,185
33832,92
37371,46
44286,300
17009,50
41700,180
20750,150
25999,250
7133,110
29031,100
35101,149
42288,110
35662,115
6592,70
47510,95
33100,65
3884,175
33530,150
21860,51
36478,175
5566,85
12820,85
14264,120
8931,245
26170,101
39319,60
5026,150
14289,180
41246,97
1692,55
22499,85
23753,125
17451,175
34255,75
36788,140
17318,133
19530,71
19654,55
13099,245
38082,179
2689,125
12099,180
15662,50
41079,299
19026,300
16168,295
26814,100
37543,75
15073,44
24016,55
33564,70
8702,95
15210,149
41172,120
28139,149
4366,53
34772,90
589,199
18501,30
40708,150
10609,90
44269,63
9226,155
19849,128
30669,100
10148,175
26452,225
24149,65
43604,70
12607,85
4435,135
46187,96
9923,150
14792,150
22825,37
25101,60
31454,60
38096,250
10249,85
7384,80
42333,45
5708,90
12512,70
23869,125
4275,65
26202,83
22761,96
27350,185
27184,103
12683,125
11057,250
20719,40
48070,202
12446,225
44494,140
29608,100
48698,180
33403,59
35963,200
48725,267
45152,94
14101,122
44255,267
45761,50
37504,275
26718,60
6904,85
12388,90
39841,35
1987,140
35378,200
11240,299
4276,100
11930,200
6168,299
9443,65
24388,60
26437,120
39271,36
20883,85
44542,250
32672,200
9289,149
7468,220
36134,160
6543,120
40858,53
27081,250
38399,125
33792,54
17221,135
11871,75
34764,125
8677,250
7517,49
32860,195
27924,130
17441,120
10761,130
10493,54
43702,35
11157,80
31906,60
38501,100
15055,159
16958,125
40225,75
30906,195
40824,70
21625,73
6936,45
9950,80
41281,45
15087,100
38630,69
380,199
26983,100
5184,117
41782,100
41567,195
48195,198
32449,55
19775,145
32296,50
33180,120
8889,61
34160,230
39650,90
47208,240
41590,60
17923,80
18452,59
19546,110
873,52
29880,150
22898,199
45175,189
39196,49
38574,40
40212,60
36564,134
25282,300
11135,150
11353,261
3928,123
6374,140
7662,140
33950,300
36691,100
46772,70
9057,89
6698,90
10427,150
35608,125
7474,125
12694,195
15725,40
23535,80
27211,70
36099,90
12538,45
4749,200
21933,219
40169,97
10347,170
19892,120
17150,195
28928,130
19403,108
30997,70
21349,40
5385,139
15574,225
32762,140
43817,61
21412,95
11275,187
29738,25
22746,110
82,285
22412,160
7264,199
10974,65
37934,50
14618,75
31015,175
22249,40
36114,80
29607,150
13880,136
28267,169
19683,80
17514,45
3901,125
29058,50
35219,38
31086,45
14452,200
32229,110
4024,105
15005,175
42370,45
3147,145
39484,239
13057,89
20027,198
17807,120
38600,150
23641,130
47523,43
37241,123
19109,85
25149,35
5744,120
8183,55
34402,65
6982,169
29457,50
38488,100
26211,200
8949,89
31028,118
19890,60
8614,100
24457,99
46859,35
1578,39
40005,50
42816,275
12217,68
306,125
28643,45
18350,67
36633,60
15037,199
37900,105
18775,50
37250,25
47477,150
23887,60
2003,140
16894,70
30121,210
15910,130
46106,100
43962,100
8039,79
38152,114
28417,90
43857,75
30418,158
38540,95
9177,34
9882,118
17171,72
11726,55
23667,90
9776,80
44753,150
38868,200
21969,150
34298,225
24893,65
45275,150
45678,93
9207,250
20433,130
14009,124
28932,60
26976,67
2172,75
20286,150
3151,195
6201,125
7535,82
15256,215
33972,82
24585,137
34917,50
28807,80
38408,55
45387,90
13977,135
22074,210
26011,100
16124,87
31569,99
23262,46
27429,60
40782,167
21767,59
33876,200
18505,219
20547,109
14134,80
39978,249
35812,100
3754,200
24610,68
7177,45
18393,100
15064,120
41556,135
18575,50
46011,180
43572,48
33560,90
13190,135
7444,84
20668,180
3916,65
36777,150
36144,190
46573,145
34554,100
6180,120
21573,250
9945,150
35268,75
10429,83
41063,300
33851,145
7880,125
6566,298
26128,114
47244,40
36482,50
42827,151
39075,40
14961,175
44448,65
35992,209
23665,75
11161,94
30856,250
12117,308
20378,129
34949,159
22122,95
12965,129
22880,38
15386,149
42169,262
41695,317
37409,42
34394,115
43961,60
4522,149
42254,190
25752,60
41883,60
33558,65
40300,104
6994,167
23567,175
25680,139
35774,65
31106,140
1940,145
37904,100
46796,89
20364,95
34238,165
14832,245
8662,240
27273,75
37055,75
23488,85
35732,110
33782,65
4523,65
25263,189
21475,78
15382,45
48398,41
44702,240
46471,80
33760,145
17548,57
32543,182
18161,150
12492,199
35242,45
9998,160
36422,200
44834,99
24911,110
43964,69
47064,67
25388,112
34735,55
45781,80
32998,149
2784,108
140,250
18763,195
9560,130
28251,90
44519,65
31680,128
34710,217
34973,52
4502,325
43034,70
33108,189
24126,103
12657,200
63,200
1332,120
14819,55
34576,85
40362,70
40139,35
43231,247
3275,100
16315,120
22313,15
45469,68
10330,60
25542,250
11977,175
36271,150
11648,175
38003,180
12014,89
47481,260
31582,160
41324,80
24733,120
40074,59
44715,65
30217,100
44131,190
32363,150
7472,50
38089,100
48133,300
42613,73
1443,73
18709,47
46578,41
39427,100
319,150
8798,150
4049,65
6004,55
19125,79
42100,73
22299,70
4707,59
26203,225
21986,65
4061,120
46958,97
41660,95
10073,159
32037,93
44562,69
13590,149
48558,275
19320,275
6232,90
45547,145
43080,85
3477,35
10883,185
42845,75
3858,73
1743,95
24757,108
2643,45
11009,149
26462,106
7686,150
5025,65
48866,58
23240,70
48145,150
2657,200
17470,240
3849,70
32057,175
41879,39
27361,40
5019,91
31168,100
8774,120
33858,120
19164,39
27324,235
29279,170
33080,85
5530,170
6556,150
31969,233
10862,65
32988,39
21080,199
21139,73
8107,150
48637,57
26864,300
44033,264
1645,220
42076,199
53,144
17300,175
19927,56
32247,300
40048,93
25366,150
23774,290
39696,180
10877,59
37814,120
35635,28
42564,100
22173,47
14003,39
29136,117
38598,200
37216,130
26933,140
4746,110
46512,52
47252,74
23211,146
27769,60
29191,50
33582,35
18532,40
15793,40
20013,70
4682,125
2367,94
29142,160
32816,180
15052,240
14466,83
10670,60
4690,100
24168,62
35144,90
21762,100
8706,60
23329,80
21527,60
33094,60
47949,50
12331,55
44001,228
31087,41
35536,95
2675,29
5095,191
45329,110
47196,100
32812,85
32357,245
43434,150
8287,130
21269,120
29361,50
43099,65
29707,100
27327,51
43706,180
14928,85
4168,85
38953,189
48144,180
24354,100
15273,65
28609,90
18387,99
23783,70
2157,99
37932,100
19308,99
2613,105
17309,67
37078,329
37672,60
27479,55
48735,84
28823,210
647,226
3204,140
26897,165
10389,73
45079,105
6062,165
11061,116
27685,70
31357,175
25186,43
5949,110
25824,36
36763,89
19085,40
383,65
14687,135
23306,60
38994,70
38405,64
12292,215
40555,35
31277,175
22378,49
45741,200
41712,250
24340,150
8757,48
48873,170
30563,200
3759,112
34150,55
10377,80
13613,38
23208,195
34618,120
36258,70
43685,80
42106,315
41383,231
39117,199
25236,98
40077,150
44177,95
20222,150
20534,58
29071,45
3309,149
12102,175
21445,125
29106,225
22997,140
17584,80
20811,75
16821,100
16822,135
109,200
18723,120
5990,230
25750,90
5153,199
20163,295
35541,120
5572,149
31261,250
1865,70
19063,299
36717,41
35485,199
9969,119
24568,70
39094,50
46778,288
48023,100
7323,115
2812,190
7253,249
44848,140
15291,70
11487,44
20417,40
6975,75
4832,150
18961,40
24045,120
26992,72
8782,155
20612,110
35967,99
34568,99
3862,275
31179,125
32732,70
5421,118
16249,159
27548,200
38489,220
18640,55
20357,150
39565,225
28960,160
11099,144
28841,15
23013,50
2345,179
39148,50
38050,100
39965,60
42896,32
47708,50
798,300
4091,100
15096,325
7085,115
17143,85
1274,90
41425,234
13922,125
34997,90
17934,300
5266,85
6213,220
6939,75
11338,250
42497,50
34619,65
36319,35
7352,295
45525,89
8269,150
29175,90
1372,200
44174,244
36731,105
29795,170
15536,100
35689,225
8636,140
26098,89
42709,170
21420,145
2300,80
17415,89
46292,275
17325,69
17680,130
17045,150
36288,240
41307,150
15902,180
25970,85
11078,48
12728,63
38496,48
48176,45
34311,195
2636,129
39245,40
46454,249
38632,95
6958,100
1761,225
5659,145
40711,190
15800,95
43699,160
15932,140
25107,129
44600,49
20692,58
13561,99
33529,330
38524,200
12247,175
24135,36
8579,30
22603,200
36452,200
28130,199
28798,40
33845,244
41562,100
42206,65
3874,85
27094,138
25175,49
3329,120
21820,42
19523,75
46038,99
25357,114
22656,110
1643,155
43788,100
28094,65
30612,90
23343,119
11878,75
40371,210
33555,140
31683,40
16662,41
17810,115
11896,299
36215,200
18193,270
16978,65
36506,65
34937,187
40648,110
30667,325
1054,55
23403,45
27108,80
27533,125
12012,63
43233,260
21945,75
44361,129
480,250
26228,150
8516,35
22870,180
24393,215
18610,180
33544,150
40500,70
40661,65
4216,59
5553,90
6480,70
47218,10
42882,280
47261,58
26212,102
16234,51
47238,150
19224,35
12867,49
14954,92
8025,125
43001,55
40537,80
37656,250
4450,77
9976,50
25708,130
48715,89
17707,195
10012,70
28427,148
40728,55
15260,185
5826,96
47953,40
32932,45
16783,300
30319,150
8031,200
27113,150
22075,150
46,130
3852,80
9747,70
41,120
9953,99
32022,80
48103,100
35522,200
26054,90
28814,35
27002,104
9947,59
21485,65
17501,48
33752,75
